"音乐,游戏,游戏开发,背景音乐（BGM）,独立游戏",如何通过自学的方式习得给游戏制作配乐与音效的能力？,想一个人做游戏，程序、美术都不是问题，就是配乐和音效完全没有头绪。请问我应该从哪着手？
"钢琴,古典音乐,钢琴学习",在钢琴演奏中如何强化对复杂作品的阅读？,在钢琴演奏中，特别是近现代作品，难免会遇到无论音符还是节奏都十分复杂乃至于反人类的情况。 举一个曾经将题主虐成渣渣的栗子： 该作品为肖斯塔科维奇Op.87 No.15 降D大调赋格，在此以这个作品为例简要说明一下问题。 近现代作品中，脱离传统的和声语言，乃至于例子中示意的无调性十二音技法都不罕见。在演奏前需要对乐谱十分熟悉自不必说，更大的挑战在于演奏者难以以自己的经验来实现对音乐走向的判断(自己不可以预料)。这对…
"城市生活,律师,二线城市,三线城市,律师职业发展",在二三线城市做律师是一种怎样的体验？,
"设计,用户体验设计,设计思维",大陆有哪些在实践 Design Thinking 的设计团队，有何经验分享？,
"设计,当代艺术,平面设计,设计思想",目前平面设计领域最先锋、最先进的尝试或理论有哪些？,
"艺术,摄影,当代摄影,新锐摄影",如何评价2016色影无忌新锐奖入围作品?,如题，如何评价此次大奖的入围作品?
"新年,电视,明星,经济学,晚会",各大卫视「2012 - 2013 跨年晚会」的成本和收益各是如何？,
"经济学,移民美国,H-1B 签证,2016 年美国大选",如何看待最近 Econ 学术界关于 h1b 的研究结果？,"题主不是做labor的，不知道以前labor方面的关于移民的研究都是怎样的。最近看到fb很多好友在转发类似的新闻。不知道是policy转向的风向标，还是一直都很多这类研究？希望能有研究labor的专业人士来解答！ 看了一下一作的publication，发现他写某个族裔的移民问题都会和该族裔的作者co-author。包括本文一个作者也是印度裔/巴基斯坦裔。所以具体移民细节问题他应该是懂的？ , "
"税务,税收,税法,税务局,国税",有哪些好的书单可较为系统地提高对税法理论上的理解？（知其所以然）,理解包括但不限于：特定某个税法产生的原因、主要作用，特定某个税法从制定后的历史变化。 简单来讲就是一项税法的来龙去脉，是在什么环境，基于什么原则，基于什么原因而制定或修改的。 又或者说，如何获得这方面的知识？获得这方面的知识，作用/意义大不大？
"杂志,新媒体,电子杂志",有什么值得推荐的纯线上杂志？,没有纸质版本的。中文英文的都可以。
"阅读,调查类问题",2015 年，你期待看到怎样的一个纸质阅读产品？,小调查，6 个问题拜托大家： 1、在什么情况下，你还会选择一款纸质阅读产品？（如果同时提供电子版呢？） 2、你能接受的价格区间是多少？ 3、你更希望从中获得知识/美文带来的阅读体验/信息量/观点/现实解决方案？ 4、怎样的写作者、内容生产者能获得你的信任？ 5、什么人来组织这个产品的内容生产，为它的品质负责，能获得你的信任？比如各领域专业人士、专业编辑、特定的文化名人等。 6、你的年龄、职业、阅读及购买习惯，你喜…
"阅读,市场营销,书籍,图书出版",基于时间点的图书营销比如「贺岁书」能对图书销售起多大作用？,"「,美国总统位高权重仍需定期更替，最高法院九位大法官却终身任职、守护司法。美国记录大片《最高法院》中文字幕版精华呈现，《批评官员的尺度》原班制作，美国权力最大的九人首次全体出镜，详解最高司法权的理念与运行。」 影视作品基于时间点（节假日）的营销很有作用，图书类的如何呢？ 这里的时间点不包括新生开学、司法考试培训季等教辅图书，主要指大众图书。"
"书籍推荐,阅读,世界观,EMBA,视野",你最近念的 EMBA 课有哪些阅读材料值得推荐？,
"音乐,MIDI,乐器,键盘乐器",Roli 旗下 Seaboard 系列的多触感键盘实际演奏感受如何？,感觉技术上难度不是特别大，不过噱头又小众导致价格十分高。非专业人士求使用感受
"书籍,出版,唐茶计划,字节社",唐茶是怎么决定出版哪些书的？,
"音乐,人工智能,算法,计算机,调性,音乐识别",计算机人工智能判断一首乐曲的调性，有什么比较准确的方法？直接输入wav，或者直接输入MIDI(不是读取MIDI信息的那种)。,暂不考虑中途转调；暂不考虑除12平均律之外的律制。对于MIDI输入的已有思路，统计得出的曲线对比的方法是一种。 
"音乐,编程,作曲,编曲",编程和音乐创作彼此之间都有哪些可以互相借鉴的思想？,问的是思想结合而不是技术结合。
"摇滚乐,旅行,美国,文化,自助游,美国文化,旅行攻略,留学美国,旅行分享,旅游线路",一个摇滚迷去美国旅行有哪些路线推荐？,
"艺术,音乐,古典音乐,钢琴家,萧邦（Frédéric Chopin）",如何评价肖邦的两首钢琴协奏曲？,怎么能如此悦耳？
"音乐,法律,娱乐圈,经纪人,MG101",音乐人与经纪人之间是否需要签订合同？签订的合同中应该注意什么事项？提成和投入应该怎么商量？一般如何分成呢？,
"音乐,流行音乐,华语流行音乐",如何评价陈焕昌（艺名小虫）在华语流行乐坛中的地位？,在很多网站上以及央视的《音乐传奇》节目中均将小虫与罗大佑、李宗盛并称为台湾三大音乐制作人，但貌似罗大佑和李宗盛更广为人知一点。 曾创作《心太软》、《爱江山更爱美人》、《我可以抱你吗》、《只要你过得比我好》等脍炙人口的经典歌曲，其中《心太软》更是红遍大江南北，成为华语音乐中最广为流传的一首歌。曾为任贤齐、梅艳芳等歌手制作量身制作专辑并大卖。
"音乐,作曲,编曲",请对业余听众举例科普下歌曲编曲的思路理念及欣赏?,"各位编曲老师，我是纯外行，路人，介绍下我是如何开始关注编曲的，有助于您写答案时能有部分内容能针对我这样的听众。对编曲的认同认识起于首届中国好声音哈林队和金某，在此之前，通过综艺节目认为歌曲编曲就是把原来1首挺好听的歌改成各种拧巴调调以示再创作 或展示 R& B炫酷等却没顾及好听性（别笑话我）。然后中国好歌曲时能隐约感受到刘欢的弦乐高大上风格，但是赵雷的＜画＞,却感觉不编的更打动我。杨坤<阿姐鲁>和<要死就…"
"SM Entertainment,韩国流行音乐（K-Pop）,SHINee（샤이니）",如果SHINee的key出solo会走什么样的风格，成绩会是怎样呢？,SHINee
"古典音乐,乐器,音乐人,小提琴,演奏",各小提琴学派的演奏特点是什么？,刚刚开始接触古典音乐，对这个问题很好奇。 首先我好奇小提琴学派是怎么划分的，是单纯的师承关系还是单纯根据演奏家的演奏特点，又或者是两者兼有？ 此外，能不能谈一下各个学派的演奏家的总体演奏特点之类的，说典型的就可以了 ========= 我知道纠结这种问题没有必要，也知道区分学派的意义已经不大了，只是经常会听到别人提起“xx学派通常有什么特点”“xx学派如何如何”，比如一个关于heifetz持弓手肘比较高的问题里面就有人…
"音乐,MIDI,音乐制作,电脑音乐,计算机音乐",MIDI 技术是否已经趋于饱和？其下一步的发展方向是什么？,
"音乐,日本,文化,东京,独立音乐",东京的地下音乐是怎样的场景？,有什么牛逼的艺人?
"音乐,社交产品,数字音乐版权,热门问答,MG101",各 SNS 网站如何处理其音乐应用的版权问题？,例如人人网的音乐 
"设计,数学,编程,算法设计",你在程序设计里面使用了哪些数学方法？,介绍一下你的设计，当初你是如何思考的，这样设计在哪些方面对程序起到了提升作用？有没与引入副作用？ 如果你不怕麻烦，可以介绍一下你所应用的数学方法，科普一下数学知识。
"电影,投资,好莱坞（Hollywood）,华谊兄弟,电影产业",华谊兄弟投资好莱坞制片公司是在做怎样的战略布局？, 相关 »
"电影,广播电视,电影审查",国家广电局成立之前是如何对电影进行审查的？审查形式和尺度跟现在有何异同？,1986年，中华人民共和国国务院将文化部电影事业管理局与中华人民共和国广播电视部合并为中华人民共和国广播电影电视部。1998年6月25日，国务院组成部门广播电影电视部（广电部）被改组为正部级国务院直属机构国家广播电影电视总局（广电总局）。 请知情人士比较一下。
"艺术,戏剧,欧洲文化",阿维尼翁IN戏剧节的由来是怎样的 ？,
"工业设计,设计,设计师,建筑设计",为什么说工业设计的发展史也是建筑设计的发展史？,
"字体,设计,知识产权,侵权,维权,造字工房",造字工房字体产品维权行动能否改变中国当今字体设计行业的现状？,视觉中国上的《抵制侵权！造字工房告各界书》
"电影,投资,中国电影市场,2013 年",2013 年的华语影视圈，有哪些值得分享的投资案例？,
"艺术,画廊,艺术机构,展览,美术馆",国内最好的艺术机构是？,学术走在前沿，资金充裕，团队架构合理。可以是美术馆，画廊，独立工作室。想换工作，并往这个目标进发。
"建筑,美学,建筑学,建筑史,建筑设计",高技派（High Tech）建築和後現代主義（Postmodernism）建築，哪個更好地滿足了人類需求？,如沒有明確的指向，可以探討二者帶給人們的具體影響（角度不限）。
"电影,独立电影,中国电影",张献民在博客中提出的「抵制非独立电影」，对于中国独立电影，可以起到哪些作用？,- 《抵制非独立电影 》 张献民 作为对昨日 BIFF 停展、停电一事，我个人将采取的两个行动： 1、不再观看任何中影集团出品的电影。 2、不再观看任何 xcb 投资的电影。 直到我个人认为独立电影在此地有了最低限度的良性环境。 也提示别人，或许你也不用观看 xcb 投资的任何电影。 任何朋友观看此类电影并写影评的，一律拉黑。 链接：
"建筑师,建筑,建筑设计,建筑理论",如何评价广州同尘设计建筑师张翼?,
"macOS,设计,苹果公司 (Apple Inc.),CorelDRAW,设计软件",Corel 和 Apple 这两家公司之间有什么纠葛？,为什么早期版本的 CorelDraw 支持 OS X 平台，而后期版本却只支持 Windows 平台？是什么事情影响了 Corel 的产品决策？
